page,locale,country,device,browser,browser_version,engine,engine_version,os,os_version,timestamp
/success.html,en-GB,DE,mobile,Mobile Safari,13.0.3,WebKit,605.1.15,iOS,13.2.3,2022-09-24T09:29:30.991Z
/success.html,en-GB,DE,mobile,Mobile Safari,13.0.3,WebKit,605.1.15,iOS,13.2.3,2022-09-24T09:30:21.542Z
/success.html,en-GB,DE,mobile,Mobile Safari,13.0.3,WebKit,605.1.15,iOS,13.2.3,2022-09-24T09:34:57.947Z
/,en-GB,DE,mobile,Mobile Safari,13.0.3,WebKit,605.1.15,iOS,13.2.3,2022-09-24T11:49:35.901Z
